gene_id	symbol	ratio
422926	LOC422926	1.4405725914
422927	THNSL2	-0.420073534
422929	LOC422929	0.2741749634
422930	EIF2AK3	-0.023418276
422931	RPIA	-0.32846922
422932	SUCLG1	-0.442698494
422933	ADRA1D	0.1699250014
422934	SMOX	-0.591816172
422935	PANK2	-1.073892267
422936	LOC422936	0.2258014996
422937	FASTKD5	-0.319881617
422940	UBOX5	-0.007492767
422941	C20orf116	-0.439951619
422942	HTR7	0.8073549221
422943	SLC4A11	-2.584962501
422945	C4H20orf194	0.3372644053
422946	ATRN	-0.49141603
422948	ADAM33	0.3992701834
422949	ALMS1	-0.135217207
422950	EGR4	1.0279691159
422951	SMYD5	-0.569265592
422952	RAB11FIP5	-0.352791076
422954	SFXN5	-0.51734676
422955	EXOC6B	-0.109359591
422960	SYT4	1.5756846871
422964	C5H11orf10	-0.163802229
422966	C5H11orf9	-0.24167192
422968	TMEM16C	-1.327164743
422970	GAS2	-0.43270358
422973	TMEM16E	-0.209764555
422974	SLC6A5	-1.647698256
422975	PRMT3	-0.016065667
422977	NAV2	-0.454023441
422978	E2F8	-0.188050155
422979	CSRP3	-1.863821874
422980	ZDHHC13	-0.629050043
422982	DHCR7	-0.149518727
422983	NADSYN1	-0.413804091
422984	C5H11orf2	-0.267730502
422985	BET1L	0.1172289573
422987	RIC8A	0.0688592412
422988	SIRT3	-0.012105325
422990	LOC422990	-0.413292805
422991	ATHL1	-0.614641845
422992	IFITM5	-0.070704685
422993	LOC422993	-0.948410885
422994	PKP3	1.6088092427
422995	SIGIRR	0.2818082082
422996	TMEM16J	-0.643635746
422997	PTDSS2	-0.756661396
422998	SYT12	0.7108920826
422999	IGHMBP2	-0.991274347
423000	MRPL21	-0.206627949
423001	LUZP2	-0.136450846
423003	GCHFR	-0.380086534
423004	FAM82C	-0.183169421
423006	LOC423006	-0.323607425
423007	CASC5	-0.464135667
423008	LOC423008	-0.311294177
423009	C5H15orf57	-0.748613588
423010	BAHD1	0.3022402433
423011	IVD	-0.061954733
423013	C5H15orf52	-0.948367232
423014	PLCB2	0.0651526795
423015	LOC423015	0.0864147518
423016	DRD4	-0.134251463
423017	DEAF1	0.7772356062
423020	PDDC1	-0.183901004
423021	NLRP3	-0.915277321
423023	VPS37C	-0.117763932
423025	CYBASC3	-0.548125733
423028	FAR1	-0.1513411
423029	BTBD10	-0.19990595
423030	PARVA	0.1279649307
423031	MICAL2	-0.537925045
423032	USP47	-0.417376992
423034	GALNTL4	-0.026730366
423035	CTR9	-0.343266125
423037	MRVI1	-0.892505168
423038	LYVE1	-0.755377631
423039	RNF141	-0.216307493
423041	AMPD3	-0.165822937
423042	ADM	0.8175892642
423043	SBF2	-0.185256655
423044	SWAP70	0.4433517464
423045	WEE1	0.5114015055
423046	IPO7	-0.264521019
423047	TMEM41B	0.1153670887
423048	LOC423048	0.4703015181
423049	SCUBE2	0.1296556619
423050	NRIP3	0.2282689877
423051	TMEM9B	-0.135661755
423052	ASCL3	1.5555187228
423053	C11orf16	1.0859732231
423054	LOC423054	-0.682370619
423055	ST5	-0.722791755
423056	TRIM66	0.8541915888
423059	RIC3	-0.696481705
423061	TUB	-0.071295373
423062	RRAS2	0.5055572278
423063	COPB1	-0.125228728
423064	PDE3B	-0.29939523
423065	CYP2R1	0.3680805893
423067	INSC	-1.518130992
423068	SOX6	-0.157430967
423069	PLEKHA7	-0.125910709
423070	PIK3C2A	-0.854179041
423071	NUCB2	-0.269433858
423072	ABCC8	-0.190102883
423073	USH1C	-0.56305425
423075	OTOG	-0.91753784
423076	KCNC1	-1.472333646
423077	SERGEF	0.0337336152
423079	HPS5	-0.005594257
423081	GTF2H1	-0.070109171
423082	UEVLD	-0.656977203
423083	SPTY2D1	0.1141760321
423085	PTPN5	-0.562936194
423086	CARS	0.5000485828
423087	NAP1L4	-0.421160167
423088	PHLDA2	0.711576372
423089	SLC22A18	-0.24033035
423090	KCNQ1	0.5287162248
423091	LOC423091	0.7004397181
423092	TSSC4	-0.394843107
423095	SYT8	-0.464668267
423097	LOC423097	0.0580531496
423098	BRSK2	0.9027027986
423099	TOLLIP	0.1830426519
423101	MUC2	-0.906890596
423102	AP2A2	-0.67679944
423103	CHID1	-0.502831029
423104	TSPAN4	-0.113949008
423105	CD151	-0.117028213
423106	EFCAB4B	-1.37333651
423107	RASSF7	-0.168608313
423110	USP6NL	-0.436517227
423111	RNH1	-0.114523522
423112	CHKA	0.0941326898
423114	LRP5	0.1540717434
423116	PPP6R3	-0.178628404
423117	GAL	-0.334419039
423118	CPT1A	-0.679169607
423119	LOC423119	0.9068905956
423120	FADS1	0.0829349002
423122	FADS2	-0.487988159
423123	RAB3IL1	-0.476864261
423124	BEST1	-1.028196892
423128	ZFP91	0.1639094455
423129	LPXN	-0.55111473
423130	ZDHHC5	-0.014530084
423131	CLP1	-0.159301261
423132	SERPING1	-0.1638189
423133	SLC43A3	-0.618646579
423134	LOC423134	-0.022437389
423136	TNKS1BP1	-0.455451768
423138	LOC423138	0.6674246609
423139	LOC423139	-0.295984828
423141	TPCN2	-0.343484238
423142	ORAOV1	-0.202446033
423144	TMEM16A	-0.32394444
423146	FADD	-0.368054015
423147	PPFIA1	0.6798635962
423148	CD59	-0.061684726
423151	LOC423151	-0.484958496
423154	PDHX	-0.487653543
423156	SLC1A2	-0.050331676
423160	LDLRAD3	-0.436424927
423161	COMMD9	-1.268156838
423163	TRAF6	0.4107079788
423164	RAG1	-0.447458977
423166	C5H11orf74	-0.345328527
423167	TTC17	0.8599467551
423168	API5	-0.179999225
423169	ALKBH3	-0.508708342
423170	ACCS	-0.408464845
423172	CD82	-0.818334772
423174	PRDM11	-1.755047953
423175	SYT13	0.5069599887
423178	FUT8	-0.331690905
423179	NDUFS3	-0.189686111
423180	KBTBD4	-0.214164678
423181	PTPMT1	-0.149793195
423182	PSMC3	-0.36522776
423183	SLC39A13	-0.203966684
423184	MADD	-0.352094032
423185	DDB2	-0.72150526
423186	PACSIN3	-0.264835149
423187	ARFGAP2	-0.344578143
423188	C11orf49	-0.428541764
423189	LRP4	0.5586945301
423190	CKAP5	-0.560606813
423191	LOC423191	0.2435084382
423192	KIAA0652	0.0588959448
423193	C11orf77	0.4657799994
423194	AMBRA1	-0.272484223
423195	CHRM4	-1.406274899
423196	MDK	-0.074415566
423197	DGKZ	-0.779181714
423198	CREB3L1	-0.05278104
423199	PHF21A	-0.016563493
423200	LARGE	-0.370455383
423201	PEX16	-0.6053636
423202	MAPK8IP1	-0.161653263
423203	SLC35C1	-0.512168059
423204	ZFYVE19	-0.558753533
423205	PPP1R14D	1.1530540762
423206	SPINT1	0.3926877407
423207	VPS18	0.1416179351
423208	DLL4	-0.983759359
423209	CHAC1	1.4002165206
423210	INOC1	-0.578286436
423211	CHP	0.2697677431
423212	OIP5	-0.046896285
423213	NUSAP1	-0.687230642
423214	NDUFAF1	0.1925518053
423215	RTF1	-0.536559458
423216	LTK	-0.100928909
423217	RPAP1	-0.144926837
423220	MGA	0.2972542833
423221	JMJD7	-0.016601967
423222	LOC423222	-0.144605639
423224	LOC423224	-0.363231866
423225	SPTBN5	-0.559490319
423226	LOC423226	-1.652076697
423229	LOC423229	-0.395928676
423230	VPS39	-0.40917196
423231	TMEM87A	0.0589530376
423232	GANC	-0.410599288
423233	CAPN3	0.2713020218
423234	ZFP106	0.6557121543
423235	SNAP23	0.592300417
423236	LRRC57	0.2719739282
423237	CEP27	0.0759260858
423238	STARD9	0.1708006889
423239	CDAN1	0.3354039639
423240	LOC423240	0.2227416999
423241	TTBK2	0.3927494321
423242	UBR1	-0.041387686
423243	TMEM62	-0.300595668
423244	ZADH1	-0.289570687
423245	C5H14orf43	-0.579301601
423246	DNAL1	0.3685838232
423247	LOC423247	-0.508999085
423249	C5H14orf169	-0.157555361
423250	RBM25	0.3553864819
423252	ZFYVE1	0.3815342785
423253	DCAF4	0.0354421368
423255	SIPA1L1	-0.049284721
423256	LOC423256	0.1319771261
423257	COX16	0.1851928281
423258	SFRS5	-1.340958636
423259	KIAA0247	-0.058893689
423260	LOC423260	-0.796746822
423261	SLC39A9	-0.300006206
423262	ERH	-0.296643985
423263	GALNTL1	-0.062212067
423264	EXDL2	-0.470075312
423265	SRSF5A	-0.458695407
423269	TMEM229B	-0.200021706
423270	PLEKHH1	-0.874469118
423271	PIGH	-0.56541193
423272	ARG2	0.0232697793
423273	VTI1B	-0.227962679
423274	RDH12	-0.481176555
423276	ZFYVE26	-0.218505182
423277	LOC423277	-0.554077167
423278	PLEK2	0.6374299206
423279	EIF2S1	-0.289339492
423280	ATP6V1D	0.0390210487
423281	MPP5	0.5275895295
423284	SRP14	-0.314383472
423285	EIF2AK4	-0.497199816
423286	FSIP1	0.2326607568
423287	C5H15orf29	-0.241460686
423288	C5H15orf24	0.1307391991
423289	ARHGAP11A	-0.467508814
423290	RASGRP1	-0.720425918
423291	FAM98B	-0.097247118
423292	SPRED1	0.5970206558
423293	C5H15orf41	-0.512271502
423294	ATPBD4	-0.956471015
423296	AQR	-0.143332603
423297	LOC423297	-1.184424571
423298	ACTC1	-1.516260308
423299	STXBP6	0.0415711159
423300	NOVA1	-0.325839607
423301	LOC423301	0.3632760716
423302	PRKD1	1.5090136475
423305	KIAA1333	-0.358093364
423306	LOC423306	-0.17280103
423307	SCFD1	-0.958485793
423308	STRN3	-0.48479088
423309	AP4S1	-0.068253584
423310	HECTD1	0.1367896032
423311	HEATR5A	-0.362435226
423312	NUBPL	-0.440702383
423314	AKAP6	0
423315	NPAS3	-0.730419256
423316	EGLN3	0.3318460606
423317	LOC423317	-1.348159636
423318	C5H14orf147	-0.237864389
423319	EAPP	-0.222835332
423320	CFL2	-0.321459224
423321	LOC423321	-0.79781568
423322	SRP54	-0.409678583
423323	LOC423323	-0.019111846
423324	PPP2R3C	-0.919877319
423325	KIAA0391	-0.633804648
423326	PSMA6	-0.403490839
423327	GARNL1	-0.417630587
423328	BRMS1L	-0.239493567
423329	MBIP	-0.840834894
423330	SLC25A21	-0.261197747
423331	MIPOL1	-0.557274935
423333	TTC6	-0.573374526
423335	SEC23A	0.0021656856
423336	SIP1	-0.223120504
423338	PNN	-0.036132095
423339	MIA2	-0.234365734
423340	ZNF410	0.141370117
423341	C14orf44	-0.112209504
423342	COQ6	-0.579729922
423343	ENTPD5	-0.722657799
423344	C5H14orf45	-0.705790418
423345	ALDH6A1	-0.170071008
423346	LIN52	0.1319732213
423347	LOC423347	-0.499077928
423349	ABCD4	-0.925443637
423350	LOC423350	-1.415037499
423351	TMEM90A	-1.053637964
423352	ISCA2	-0.534630639
423353	NPC2	-0.12936859
423354	KIAA0317	-0.41968166
423355	FCF1	-0.364442255
423356	YLPM1	0.0464214464
423357	DLST	-0.562115649
423358	RPS6KL1	-0.517617575
423359	EIF2B2	-0.134054202
423361	ACYP1	-0.494978016
423362	TMED10	-0.360557158
423363	JDP2	1.8337717977
423364	BATF	-0.168491216
423365	FLVCR2	-0.472181406
423366	C14orf1	-0.055363111
423367	TTLL5	0.1570505811
423368	C5H14orf118	0.3436251926
423369	VASH1	-0.201723899
423370	ANGEL1	-0.722091173
423372	TMEM63C	-0.75169278
423373	POMT2	-0.367982306
423374	GSTZ1	-0.569748255
423375	TMED8	-1.152606446
423376	C14orf174	-0.770254214
423377	C14orf133	-0.171750878
423378	AHSA1	0.3855276689
423379	SPTLC2	0.2918452765
423381	SNW1	-0.051722034
423382	ADCK1	-0.24570853
423385	NRXN3	-0.201139872
423389	GTF2A1	0.4594447537
423390	STON2	-0.261713091
423391	SEL1L	0.4584314526
423394	GALC	-0.190985615
423395	GPR65	-1
423397	SPATA7	-0.327481506
423398	PTPN21	-0.221031797
423399	ZC3H14	0.1095172349
423400	EML5	-0.146761009
423401	TTC8	-0.506277465
423402	FOXN3	0.3224377092
423403	TDP1	-1.030057234
423404	C5H14orf102	-0.948723021
423407	TTC7B	-0.867993815
423408	RPS6KA5	-0.615906208
423409	C5H14orf159	-0.329504283
423410	CCDC88C	0.4239364989
423411	SMEK1	0.1004624632
423412	TC2N	-0.056881022
423413	FBLN5	-0.645335119
423414	TRIP11	0.0260830572
423415	NDUFB1	-0.143208059
423416	CPSF2	0.0094348087
423417	RIN3	0.4438701815
423418	LGMN	0.0746011204
423419	GOLGA5	0.0152473945
423420	CHGA	0.7493039287
423421	ITPK1	0.2263879353
423422	LOC423422	-0.051254658
423423	LOC423423	0.1961376839
423424	BTBD7	0.1371756758
423425	LOC423425	-0.090100655
423426	KIAA1409	-0.17412499
423428	ASB2	-0.332575339
423429	DDX24	-0.273711708
423430	KIAA1622	0.2805872995
423432	SERPINA10	0.8111040198
423433	SERPINA4	0.4396995535
423434	SERPINA1	-0.401009891
423435	SERPINA5	0.840438305
423436	SERPINA9	-0.015512999
423437	DICER1	-0.80134236
423438	CLMN	0.0416099429
423439	C5H14orf49	-0.906340893
423440	GLRX5	-0.01241771
423441	ATG2B	-0.708465115
423442	C5H14orf129	0.8007879488
423443	VRK1	-1.780446154
423444	BCL11B	-0.223392557
423445	SETD3	-0.488688235
423446	CCNK	0.1689397095
423447	CCDC85C	-0.014874908
423448	KIAA1822	-1.91753784
423450	CYP46A1	-0.299262469
423451	LOC423451	0.4338965265
423452	EML1	-1.009674437
423453	EVL	-0.216906715
423454	DEGS2	0.7862933065
423455	YY1	0.2256357971
423456	SLC25A29	-0.325783852
423457	C14orf68	-0.983935564
423458	WARS	0.0769637798
423459	DLK1	0.8144443468
423460	PPP2R5C	0.064681213
423461	DYNC1H1	0.1158214676
423462	LOC423462	4.1376887578
423463	HSP90AA1	2.7374340739
423464	WDR20	0.3479233034
423466	C14orf131	0.2484520472
423467	CINP	-0.00534256
423468	TECPR2	0.3203713229
423469	ANKRD9	0.0425652011
423471	TRAF3	0.7694839751
423472	AMN	-0.03908383
423473	CDC42BPB	-0.182421212
423474	LOC423474	-2.485426827
423476	C14orf73	-0.434025012
423477	TNFAIP2	-0.210896782
423478	LOC423478	-0.096328727
423479	EIF5	0.1422366713
423480	MARK3	0.0003392847
423481	C14orf172	-0.493704257
423482	BAG5	0.1953859344
423483	C5H14orf153	0.2544643975
423484	KLC1	-0.435906691
423485	XRCC3	0.047153728
423486	ZFYVE21	-0.948956284
423487	PPP1R13B	0.0064818756
423488	TDRD9	-0.816288047
423489	KIF26A	0.5397499238
423490	LOC423490	-2.554588852
423492	INF2	0.5636131805
423493	SIVA1	0.3277813567
423494	KIAA0284	0.1780367528
423496	PLD4	-2
423497	AHNAK2	-0.054186686
423498	C5H14orf79	0.4253058347
423499	LOC423499	0.4958255429
423500	CDCA4	-0.021921283
423501	NUDT14	-0.051106404
423503	BRF1	-1.344851354
423504	HSPA2	5.9901776597
423505	ZBTB25	0.6298927649
423506	LOC423506	-0.128999496
423508	MTHFD1	-0.095808997
423510	WDR89	-0.572028489
423512	PPP2R5E	-0.136017996
423513	RHOJ	-2.938599455
423514	KCNH5	-0.283792966
423516	SYT16	1.3373581355
423517	SNAPC1	0.1744464807
423518	PRKCH	0.19316171
423519	SLC38A6	-1.070303558
423520	TRMT5	-0.025327669
423521	MNAT1	-0.405673251
423523	LOC423523	-0.552541023
423525	PPM1A	0.0805919155
423526	LOC423526	-0.318109756
423527	DHRS7	0.0186293238
423528	C5H14orf135	-0.135655099
423530	C14orf100	0.3102976578
423531	C14orf149	0.1136567818
423532	DAAM1	-0.939078337
423536	LOC423536	-2.611434712
423540	KIAA0586	-0.01956374
423541	ARID4A	-0.087345566
423542	PSMA3	-0.342564877
423543	ACTR10	-0.36216121
423544	ACTR10	-0.921466597
423545	C5H14orf37	0.007076051
423546	LOC423546	-0.798480816
423547	NAT12	0.2435902661
423548	C14orf108	-0.245750056
423549	EXOC5	-0.337076594
423551	C5H14orf101	-0.185251192
423554	FBXO34	-0.17859362
423555	DLG7	-0.954037105
423556	C14orf32	0.0378236644
423557	SOCS4	-0.124102117
423558	WDHD1	0.0695194484
423559	SAMD4A	0.8542646309
423560	GMFB	-0.272149455
423561	CNIH	-0.163758661
423563	MDGA2	-0.584962501
423565	PPIL5	0.0203586731
423566	C14orf104	0.3001147168
423567	POLE2	-0.705101169
423568	KLHDC1	-0.734791857
423569	KLHDC2	-0.406450598
423571	C14orf138	-0.020741979
423572	SOS2	0.0341551921
423573	L2HGDH	-1.06270303
423574	ATP5S	-0.520664007
423575	CDKL1	-0.318247748
423576	MAP4K5	-0.3753843
423577	SPG3A	-0.077656966
423578	SAV1	0.0750381881
423579	TRIM9	0.4701250594
423580	TXNDC1	0.428236997
423581	GNG2	-0.09213822
423583	NID2	-3.20343e-16
423584	TXNDC16	-0.610369108
423585	ERO1L	-0.210765609
423586	PSMC6	-0.136550251
423587	STYX	0.6227311866
423588	GNPNAT1	-0.362930041
423589	PLEKHC1	-0.321194246
423592	DDHD1	-0.6762957
423593	C14orf106	-0.092195317
423595	KIAA0423	0.518853894
423596	KLHL28	-0.04103071
423599	LRFN5	-0.127361204
423600	CAT	0.23752123
423602	FAM13C1	0.2444187277
423603	PHYHIPL	-0.056583528
423604	BICC1	0.2748450235
423605	LOC423605	-0.485426827
423606	KIAA1128	-0.264170834
423608	WAPAL	-0.225641768
423610	LOC423610	0.3219280949
423611	MMRN2	0.1023617176
423612	GLUD1	-0.824231255
423613	LOC423613	0.8471164763
423615	NCOA4	0.1273284923
423616	TIMM23	-0.691384176
423617	PARG	-0.305174377
423618	OGDHL	-0.169060457
423621	GHITM	-0.134969797
423623	LOC423623	1.017921908
423624	TSPAN14	-0.030263895
423625	C10orf58	-0.239322741
423626	EXOSC3	0.0332346454
423627	DYDC1	0.1926450779
423628	MAT1A	1.3280445186
423629	LOC423629	0.0097464086
423630	LL	0.2100352148
423631	RASGEF1A	-0.613541245
423632	CSGALNACT2	0.0736902304
423633	BMS1	-0.156462309
423634	C10orf57	-0.571066802
423635	LOC423635	-0.033266623
423636	LOC423636	-0.751320887
423637	ANXA11	-0.040878605
423638	ECD	-1.11670798
423639	LOC423639	-0.26897336
423640	DNAJC9	-0.225147808
423641	UBE2D1	-0.243782697
423642	CISD1	-0.289129981
423644	PCDH15	-0.923038018
423646	SIRT1	-0.325178692
423647	DNAJC12	-0.172450034
423648	CTNNA3	-0.809394067
423653	LOC423653	1.6475524262
423654	REEP3	-0.331901447
423655	JMJD1C	-0.200026867
423656	NRBF2	0.0470069245
423658	ZNF365	0.8318223293
423660	PLEKHK1	-0.474100409
423661	ARID5B	0.9634848744
423662	C6H10orf107	-0.273134996
423663	TMEM26	-0.621488377
423664	RHOBTB1	0.368473385
423666	CCDC6	-0.446847885
423667	SLC16A9	0.7093777624
423668	RSFR	-0.362570079
423669	CHUK	-0.59639493
423670	ERLIN1	-0.497848071
423673	TUBGCP2	-0.474560591
423674	C10orf59	-0.323539145
423675	PTEN	0.5734899784
423676	ATAD1	-0.449146833
423678	PAPSS2	-0.276121264
423679	ASAH2	0.7220152527
423680	A1CF	-0.332252277
423683	HERC4	0.1576535708
423684	MYPN	-1.115477217
423685	PBLD	-0.307584573
423686	HNRNPH3	-0.120085264
423687	RUFY2	-0.67652974
423688	DNA2L	-0.354574745
423689	SLC25A16	-0.470357319
423690	TET1	-0.253730195
423692	CCAR1	0.1696280496
423693	LOC423693	-0.51101969
423694	KIAA1279	0.0726574234
423695	SRGN	-0.2410081
423696	VPS26A	-0.264740504
423697	SUPV3L1	-0.412258606
423698	HKDC1	-0.961110987
423699	TSPAN15	0.3410369178
423703	NUDT13	-1.213622212
423704	P4HA1	0.1861366444
423705	PLA2G12B	-0.270324681
423706	OIT3	-0.295996604
423707	DNAJB12	-0.177254317
423708	C10orf104	-0.234601691
423709	ASCC1	-0.546070105
423711	SAR1A	-0.560162801
423712	ADAMTS14	0.1768777621
423714	SGPL1	-0.83918993
423716	UNC5B	0.5418120841
423717	SLC29A3	-0.933738558
423718	CDH23	0
423719	LOC423719	0.1149020948
423720	AIFM2	0.3488951425
423721	H2AFY2	-0.76897328
423722	C10orf56	0.2609165769
423723	PPIF	0.281688703
423724	ZMIZ1	-0.193569586
423726	RPS24	-0.053474814
423727	POLR3A	-0.317008414
423728	DLG5	0.0295250803
423730	COMTD1	-0.09509121
423731	LOC423731	-0.299560282
423732	DUSP13	0.232977172
423733	DUPD1	-2.108524457
423734	MYST4	-0.56026206
423735	ADK	-0.000061527
423736	AP3M1	-0.078542557
423737	CAMK2G	0.108286762
423738	NDST2	-0.29207683
423739	KIAA0913	-0.152332288
423740	LOC423740	0.1048725195
423741	CHCHD1	-0.118541821
423742	SEC24C	-0.199030924
423743	SYNPO2L	-0.807354922
423746	USP54	0.3537812396
423747	ANXA7	-0.143818573
423748	EIF3F	-0.338761732
423749	SORBS1	-0.442226592
423750	HELLS	-0.411843376
423752	LOC423752	-1.378511623
423753	LOC423753	-0.530153625
423754	TLL2	-0.857042046
423755	NOLC1	-0.320886166
423756	PITX3	-0.386124807
423758	GBF1	-0.273259433
423759	TMEM150	-0.300289616
423760	PSD	-0.269161348
423761	CUEDC2	0.2424347449
423763	NDUFB8	-0.161216714
423764	SEC31B	-0.725609796
423767	ABCG2	-0.534903146
423768	BLOC1S2	-0.755361811
423769	ALOX5	-0.956931278
423770	3414009600	-0.748638081
423771	ANUBL1	-0.584962501
423772	LOC423772	-0.132872857
423773	MSMB	0.103950964
423774	ANXA8	-0.997312582
423777	FRMPD2	-0.476853507
423778	MAPK8	-0.375265152
423779	ARHGAP22	-0.372684506
423781	WDFY4	-1.874469118
423782	C10orf72	-2.655351829
423783	LOC423783	-0.362570079
423784	C6H10orf71	-0.788495895
423785	PGBD3	-0.284026957
423786	LOC423786	-1.222392421
423787	ACTA2	0.3170841227
423788	CH25H	1.2025426455
423789	LIPA	-0.125389735
423790	IFIT5	0.1823300223
423791	SLC16A12	0.2273205048
423792	PANK1	0.4644294574
423793	LOC423793	-0.498910057
423794	HTR7	-0.373993314
423795	RPP30	0.0168094746
423796	PCGF5	0.2639644768
423799	NOC3L	-0.65004254
423800	TMEM20	0.2360264243
423802	LGI1	0.0133583829
423803	C10orf4	-0.215862814
423804	CEP55	0.0668628005
423805	FER1L3	-0.052527123
423806	CYP26C1	0.7369655942
423807	EXOC6	-0.972985611
423809	KIF11	-1.095422119
423814	IDE	-0.33696588
423815	3413750400	-0.147525419
423816	CPEB3	0.4145243586
423817	BTAF1	-0.1339346
423818	DUSP11	0.2131535345
423820	LOC423820	-0.396798381
423821	CCNJ	-0.234401303
423822	LOC423822	-1.40053793
423826	ENTPD1	-0.446167397
423827	DNMBP	0.1390086083
423828	ABCC2	0.9661044941
423829	CUTC	0.1221286232
423830	COX15	-0.478376416
423832	SLC25A28	0.129333223
423833	CNNM1	-0.397678377
423834	HPSE2	0.5134714584
423835	C10orf28	-0.560808639
423838	SFRP5	-0.91753784
423839	ZFYVE27	-0.768857788
423841	ANKRD2	0.9623978874
423842	MMS19	-0.393850627
423843	ZDHHC16	0.0671465154
423844	EXOSC1	-0.416924609
423845	RRP12	-0.328600865
423846	ARHGAP19	-1.357759849
423847	LCOR	0.5291459739
423848	PPRC1	-0.016378016
423850	C6H10orf76	-0.402122617
423851	MGEA5	-0.116782454
423852	DPCD	-0.444484463
423853	POLL	-0.014362098
423854	BTRC	0.1610380183
423856	KAZALD1	-0.146841388
423857	SEMA4G	-0.566917663
423858	C10orf6	0.150692446
423860	LOC423860	-2.129283017
423861	TMEM180	0.1119931533
423862	ACTR1A	-0.163522845
423864	TRIM8	0.2606718213
423865	ARL3	-0.041844078
423866	SFXN2	-0.469818335
423867	C6H10orf26	-0.910363714
423869	C6H10orf32	-0.29164678
423870	AS3MT	-0.290409777
423871	NT5C2	-0.622334617
423872	TAF5	-0.005864622
423874	PDCD11	-0.234227187
423875	NEURL	-2.028889532
423876	SH3PXD2A	-1.188856817
423877	OBFC1	0.3996707874
423878	SLK	-1.069945319
423879	LOC423879	0.0413704344
423881	GSTO1	-0.182560268
423882	C10orf80	0.103093493
423884	SORCS3	0
423885	SORCS1	-0.492227288
423886	XPNPEP1	0.0687127501
423888	MXI1	0.078402826
423889	SMNDC1	-0.243698221
423890	DUSP5	0.3412931919
423891	LOC423891	-1.725825037
423892	RBM20	0.1828640571
423894	SHOC2	0.0236624583
423895	GPAM	-0.347425899
423896	ACSL5	-0.17746586
423897	ZDHHC6	-0.211814913
423898	HABP2	-0.664886045
423899	LOC423899	-1.929610672
423901	CASP7	0.2912760579
423902	DCLRE1A	-0.511484273
423903	NHLRC2	0.0409873231
423904	LOC423904	1.2223924213
423905	C6H10orf118	0.0045339291
423906	TDRD1	0.2047575732
423907	VWA2	0.8744691179
423908	AFAP1L2	-0.584962501
423911	ABLIM1	-0.58374555
423912	KIAA1600	0.3508437397
423914	TRUB1	-0.224248894
423915	ATRNL1	-0.41705586
423917	HSPA12A	0.0884904425
423918	ENO4	-1.390459477
423919	LOC423919	-0.667424661
423921	SLC18A2	1.1011788344
423923	EMX2	1.3640845526
423924	RAB11FIP2	-0.35520344
423925	C6H10orf84	-0.408572734
423926	C6H10orf46	-0.265856211
423927	EIF3A	-0.346339408
423928	LOC423928	-0.075402209
423929	GRK5	-0.110499541
423930	RGS10	0.0192195058
423931	BAG3	4.5753653101
423932	INPP5F	0.2111476642
423933	C10orf119	-0.011323948
423934	SEC23IP	-0.13429679
423935	BRWD2	0.0274664673
423936	ATE1	-0.133493001
423937	NSMCE4A	0.6364497558
423939	TACC2	-0.560235415
423940	PLEKHA1	-0.282340293
423942	LOC423942	-0.768126526
423943	LOC423943	-1.765534746
423944	LOC423944	1.3219280949
423946	LOC423946	-1.350497247
423947	ACADSB	-0.258017954
423949	BUB3	-0.075123048
423951	CPXM2	-0.485426827
423952	CHST15	0.0105306675
423953	ZRANB1	-0.060894196
423954	Fam175b	0.2264150032
423955	METTL10	-0.797956224
423958	CTBP2	0.8344139343
423959	LOC423959	-0.409112665
423960	DOCK1	-1.20336645
423961	CLRN3	0.3458764814
423962	PTPRE	-0.035830361
423963	MKI67	-0.142991565
423965	MGMT	-0.429253088
423967	LOC423967	-0.335245556
423968	GLRX3	-0.075655448
423969	TCERG1L	0.5849625007
423970	PPP2R2D	-0.322839113
423971	BNIP3	0.0401428575
423972	PWWP2	0.2693818348
423973	INPP5A	-0.060299052
423974	TCTN3	-0.027486554
423976	ALDH18A1	0.5898119004
423977	TMEM194B	-0.906299299
423978	MFSD6	0.0027853332
423979	HIBCH	-0.235712909
423980	PMS1	-0.069226076
423981	ORMDL1	0.0030312268
423982	OSGEPL1	-0.075631413
423983	ASNSD1	-0.051480747
423984	SLC40A1	-0.678030562
423985	WDR75	-0.184029162
423986	COL5A2	-1.050161063
423988	GULP1	0.2428565239
423989	TFPI	-0.20029865
423990	CALCRL	-0.132422328
423991	KIAA1946	-0.18437638
423992	ZC3H15	-0.016483767
423993	LOC423993	-2.822001698
423994	ZNF804A	-0.812721432
423995	LOC423995	-1.265142069
423996	LOC423996	-0.464668267
423998	NUP35	0.0655715913
423999	DUSP19	0.1499203258
424000	NCKAP1	-0.355966201
424001	MAP2	-0.142128828
424003	C2orf21	-0.684137906
424004	C7H2orf67	1.2021355809
424005	ACADL	-0.178202231
424006	LANCL1	-0.319963908
424009	SPAG16	-0.743270171
424010	BARD1	-0.206656187
424011	ABCA12	-0.425432671
424013	MREG	0.0824621602
424014	LOC424014	-0.249160352
424015	UBE2F	-0.269387863
424016	RAMP1	0.6471189768
424017	RAB17	-0.748152668
424020	COPS8	-0.066309701
424021	IQCA	1.5849625007
424024	AGAP1	0.0368367682
424025	TRPM8	-1.584962501
424026	ARL4C	0.7297719811
424027	SH3BP4	0.2338896581
424028	UGT1A1	-0.847418587
424029	USP40	0.5507805652
424030	ASB1	-0.134083228
424032	NDUFA10	-0.279212883
424033	LOC424033	-0.742842161
